likesCount,ownerUsername,postUrl,text,timestamp,cleaned_comment,cleaned_comment_with_text_emojis,translated_comments
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@_suada.1 Faleminderit e dashur ❤️,2023-02-01T15:10:09.000Z,suada faleminderit e dashur,suada faleminderit e dashur red heart,suada faleminderit and dashur
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@sabibdr Danke ❤️❤️,2023-02-01T15:10:15.000Z,sabibdr danke,sabibdr danke red heart red heart,sabibdr danke
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@carrieslifestyle Danke ❤️,2023-02-01T15:10:20.000Z,carrieslifestyle danke,carrieslifestyle danke red heart,carrieslifestyle danke
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@alketasgallery 🤍🤍,2023-02-01T15:10:24.000Z,alketasgallery,alketasgallery white heart white heart,alketasgallery
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@pattydecor 🤍😘,2023-02-01T15:10:27.000Z,pattydecor,pattydecor white heart face blowing kiss,pattydecor
1.0,flowerprincess_1,https://www.instagram.com/p/CoHzBNaM7XB/,Snow-white ❄ ❄ beauty,2023-02-01T15:28:01.000Z,snow white beauty,snow white snowflake snowflake beauty,snow white beauty
1.0,lefeuilleter,https://www.instagram.com/p/CoHzBNaM7XB/,😍😍😍,2023-02-01T16:12:55.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye,
1.0,genusseck,https://www.instagram.com/p/CoHzBNaM7XB/,So macht Schnee Spaß😊☃️,2023-02-01T16:39:47.000Z,macht schnee spaß,macht schnee spaß smiling face smiling eye snowman,snow is fun
1.0,megmeg1712,https://www.instagram.com/p/CoHzBNaM7XB/,Wwooowww so beautiful 😍😍,2023-02-01T16:42:56.000Z,wwooowww beautiful,wwooowww beautiful smiling face heart eye smiling face heart eye,wwooowww beautiful
1.0,kleakiara14,https://www.instagram.com/p/CoHzBNaM7XB/,Love 🤍🤍🤍❄❄❄,2023-02-01T16:45:20.000Z,love,love white heart white heart white heart snowflake snowflake snowflake,love
1.0,hellengloww,https://www.instagram.com/p/CoHzBNaM7XB/,So beautiful pictures 😍😍😍😍,2023-02-01T16:47:34.000Z,beautiful picture,beautiful picture smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye,beautiful picture
1.0,hellengloww,https://www.instagram.com/p/CoHzBNaM7XB/,❄❄🤍🤍,2023-02-01T16:47:37.000Z,,snowflake snowflake white heart white heart,
1.0,lili.ruka,https://www.instagram.com/p/CoHzBNaM7XB/,💙💙💙,2023-02-01T17:27:22.000Z,,blue heart blue heart blue heart,
1.0,isa.bel.fashion,https://www.instagram.com/p/CoHzBNaM7XB/,Mega🤍❄️,2023-02-01T17:42:16.000Z,mega,mega white heart snowflake,mega
1.0,sara.gamrot,https://www.instagram.com/p/CoHzBNaM7XB/,❤️😍,2023-02-01T18:00:17.000Z,,red heart smiling face heart eye,
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@lefeuilleter ❤️,2023-02-01T18:19:56.000Z,lefeuilleter,lefeuilleter red heart,lefeuilleter
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@megmeg1712 ❤️❤️,2023-02-01T18:19:59.000Z,megmeg,megmeg red heart red heart,megmeg
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@millionenkoller Thank you ❤️,2023-02-01T18:20:04.000Z,millionenkoller thank,millionenkoller thank red heart,a million thanks
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@millionenkoller 🤍🤍,2023-02-01T18:20:07.000Z,millionenkoller,millionenkoller white heart white heart,a million scrolls
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@merr5117 🤍😘,2023-02-01T18:20:11.000Z,merr,merr white heart face blowing kiss,bitch
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@flowerprincess_1 🤍😘,2023-02-01T18:20:19.000Z,flowerprincess,flowerprincess white heart face blowing kiss,flowerprincess
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@genusseck 😀🤍,2023-02-01T18:20:28.000Z,genusseck,genusseck grinning face white heart,genusseck
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@isa.bel.fashion 🤍😘,2023-02-01T18:20:32.000Z,isa bel fashion,isa bel fashion white heart face blowing kiss,isa bel fashion
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@lili.ruka 🤍😘,2023-02-01T18:20:38.000Z,lili ruka,lili ruka white heart face blowing kiss,lily hand
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,@sara.gamrot ❤️😘,2023-02-01T18:20:43.000Z,sara gamrot,sara gamrot red heart face blowing kiss,sara gamrot
0.0,naty_vau,https://www.instagram.com/p/CoHzBNaM7XB/,🤍🤍,2023-02-01T19:14:12.000Z,,white heart white heart,
0.0,jjd.interior,https://www.instagram.com/p/CoHzBNaM7XB/,Wie im Märchen 😍,2023-02-01T20:16:40.000Z,wie im märchen,wie im märchen smiling face heart eye,like in a fairy tale
0.0,ildas_blog,https://www.instagram.com/p/CoHzBNaM7XB/,😍😍😍,2023-02-01T20:24:05.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye,
0.0,somniiq,https://www.instagram.com/p/CoHzBNaM7XB/,Genieß es 😍,2023-02-01T20:54:24.000Z,genieß e,genieß e smiling face heart eye,enjoy e
0.0,fashionini.de,https://www.instagram.com/p/CoHzBNaM7XB/,So wunderschöne Bilder meine Liebe und dein Winter Outfit 😍🥰🤍❄️,2023-02-01T21:25:05.000Z,wunderschöne bilder meine liebe und dein winter outfit,wunderschöne bilder meine liebe und dein winter outfit smiling face heart eye smiling face heart white heart snowflake,beautiful pictures my love and your winter outfit
0.0,nicolewom,https://www.instagram.com/p/CoHzBNaM7XB/,So schöne Fotos 🤍🤍🤍,2023-02-01T22:16:38.000Z,schöne fotos,schöne fotos white heart white heart white heart,beautiful photos
0.0,stylemilaglow,https://www.instagram.com/p/CoHzBNaM7XB/,Perfect🙌😍,2023-02-01T23:26:02.000Z,perfect,perfect raising hand smiling face heart eye,perfect
0.0,nat_nowogrodzka,https://www.instagram.com/p/CoHzBNaM7XB/,So lovely ❤️,2023-02-02T07:33:10.000Z,lovely,lovely red heart,lovely
0.0,__rinachen,https://www.instagram.com/p/CoHzBNaM7XB/,Wie schön 😍😍,2023-02-02T07:34:28.000Z,wie schön,wie schön smiling face heart eye smiling face heart eye,how beautiful
0.0,vik_happyme,https://www.instagram.com/p/CoHzBNaM7XB/,❤️😍,2023-02-02T14:35:14.000Z,,red heart smiling face heart eye,
0.0,miras_world_com,https://www.instagram.com/p/CoHzBNaM7XB/,Du siehst bezaubernd aus 🤍🤍🤍,2023-02-03T07:44:23.000Z,du siehst bezaubernd au,du siehst bezaubernd au white heart white heart white heart,you look adorable
0.0,hasaj.jupa,https://www.instagram.com/p/CoHzBNaM7XB/,Oh winterwonderland 😍😍😍,2023-02-03T15:09:30.000Z,oh winterwonderland,oh winterwonderland smiling face heart eye smiling face heart eye smiling face heart eye,oh winter wonderland
0.0,me_and_design,https://www.instagram.com/p/CoHzBNaM7XB/,🤍🤍🤍,2023-02-06T14:52:53.000Z,,white heart white heart white heart,
0.0,simple.blanc,https://www.instagram.com/p/CoHzBNaM7XB/,Dreamy winter vibes🤍🤍🤍,2023-02-07T12:41:08.000Z,dreamy winter vibe,dreamy winter vibe white heart white heart white heart,dreamy winter vibe
0.0,victoria.oruc,https://www.instagram.com/p/CoHzBNaM7XB/,Love 🙌🔥,2023-02-20T12:39:33.000Z,love,love raising hand fire,love
1.0,hiro.bon.bon.bon,https://www.instagram.com/p/C4VQQbNLQfC/,"海🌊キラキラ✨✨
富士山綺麗に見えたんだねー✨✨写真撮りにいきたーい📸",2024-03-10T11:39:51.000Z,海 キラキラ 富士山綺麗に見えたんだねー 写真撮りにいきたーい,海 water wave キラキラ sparkle sparkle 富士山綺麗に見えたんだねー sparkle sparkle 写真撮りにいきたーい camera flash,"The sea, the glitter, Mt Fuji... I want to go and take pictures!"
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@hiro.bon.bon.bon 今日は富士山🗻がめっちゃ綺麗に見えましたー❗️晴れの日にミントちゃんとぜひーー📷✨✨,2024-03-10T11:47:29.000Z,hiro bon bon bon 今日は富士山 がめっちゃ綺麗に見えましたー 晴れの日にミントちゃんとぜひーー,hiro bon bon bon 今日は富士山 mount fuji がめっちゃ綺麗に見えましたー red exclamation mark 晴れの日にミントちゃんとぜひーー camera sparkle sparkle,Fuji looked so beautiful today... Please come and see me and Mint on a sunny day...
1.0,hiro.bon.bon.bon,https://www.instagram.com/p/C4VQQbNLQfC/,@fiat_dolcevita 冬の空気が澄んでる時が綺麗よねー✨いつかトライしてみますー🚙🗻✨✨,2024-03-10T11:56:37.000Z,fiat dolcevita 冬の空気が澄んでる時が綺麗よねー いつかトライしてみますー,fiat dolcevita 冬の空気が澄んでる時が綺麗よねー sparkle いつかトライしてみますー sport utility vehicle mount fuji sparkle sparkle,fiat dolcevita It's beautiful in winter when the air is clear - I'll try it one day!
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@hiro.bon.bon.bon カメラで撮りたい景色ですよねー📷✨✨,2024-03-10T12:08:44.000Z,hiro bon bon bon カメラで撮りたい景色ですよねー,hiro bon bon bon カメラで撮りたい景色ですよねー camera sparkle sparkle,HIRO BON BON BON It's the view you want to capture with your camera!
1.0,topolina_rossa,https://www.instagram.com/p/C4VQQbNLQfC/,"本当に！車内はぽっかぽかで上着いらず😆
シマシマの季節がやってきましたね🦓❤️",2024-03-10T12:09:41.000Z,本当に 車内はぽっかぽかで上着いらず シマシマの季節がやってきましたね,本当に 車内はぽっかぽかで上着いらず grinning squinting face シマシマの季節がやってきましたね zebra red heart,It's really warm in the car and you don't need a jacket. Stripy season has arrived.
1.0,moconos_500,https://www.instagram.com/p/C4VQQbNLQfC/,CMみたい〜😍最高のシチュエーション✨,2024-03-10T12:11:54.000Z,cmみたい 最高のシチュエーション,cmみたい smiling face heart eye 最高のシチュエーション sparkle,Like cm The best situation.
1.0,hiro.bon.bon.bon,https://www.instagram.com/p/C4VQQbNLQfC/,@fiat_dolcevita ほんと！,2024-03-10T12:12:15.000Z,fiat dolcevita ほんと,fiat dolcevita ほんと,Fiat dolcevita.
1.0,imaimaquen,https://www.instagram.com/p/C4VQQbNLQfC/,公式っぽいすね〜👏😂,2024-03-10T12:14:56.000Z,公式っぽいすね,公式っぽいすね clapping hand face tear joy,That sounds official.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,"@topolina_rossa 🦓シマシマの季節到来ですーー💙🤍
今日は車内暑いくらいで😅
ノー暖房ノー上着でした😆",2024-03-10T12:17:01.000Z,topolina rossa シマシマの季節到来ですーー 今日は車内暑いくらいで ノー暖房ノー上着でした,topolina rossa zebra シマシマの季節到来ですーー blue heart white heart 今日は車内暑いくらいで grinning face sweat ノー暖房ノー上着でした grinning squinting face,"It was so hot in the car today, no heating, no jacket."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@imaimaquen ぽい🟰のんおふぃしゃる👍👍です😂,2024-03-10T12:24:29.000Z,imaimaquen ぽい のんおふぃしゃる です,imaimaquen ぽい heavy equal sign のんおふぃしゃる thumb thumb です face tear joy,imaimaquen POI NONOFISHALU
1.0,ikuchon2,https://www.instagram.com/p/C4VQQbNLQfC/,素敵なドライブ✨そして海🌊富士山🗻も綺麗ですね～🥰,2024-03-10T12:24:50.000Z,素敵なドライブ そして海 富士山 も綺麗ですね,素敵なドライブ sparkle そして海 water wave 富士山 mount fuji も綺麗ですね smiling face heart,"It's a nice drive, and the sea, Mt Fuji, is beautiful too."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@moconos_500 😍ありがとうございます❗️今日はお天気よくて🌊海がダイヤモンド💎✨のように輝いて綺麗でした😅,2024-03-10T12:26:53.000Z,moconos ありがとうございます 今日はお天気よくて 海がダイヤモンド のように輝いて綺麗でした,moconos smiling face heart eye ありがとうございます red exclamation mark 今日はお天気よくて water wave 海がダイヤモンド gem stone sparkle のように輝いて綺麗でした grinning face sweat,"Thank you, moconos. The weather was beautiful today. The sea was shining like a diamond."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@hiro.bon.bon.bon ちゃんの🌊📷✨見たいです💙,2024-03-10T12:27:32.000Z,hiro bon bon bon ちゃんの 見たいです,hiro bon bon bon ちゃんの water wave camera sparkle 見たいです blue heart,I want to see hiro bon bon bon.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@ikuchon2 気温は低めでしたが日差しがポカポカで上着いらずのいいお天気でした☀️富士山🗻がかなりくっきりハッキリ見えて感動でしたー🤗,2024-03-10T12:30:16.000Z,ikuchon 気温は低めでしたが日差しがポカポカで上着いらずのいいお天気でした 富士山 がかなりくっきりハッキリ見えて感動でしたー,ikuchon 気温は低めでしたが日差しがポカポカで上着いらずのいいお天気でした sun 富士山 mount fuji がかなりくっきりハッキリ見えて感動でしたー smiling face open hand,"The temperature was low, but the sun was shining so warmly that you didn't need a jacket."
1.0,hiro.bon.bon.bon,https://www.instagram.com/p/C4VQQbNLQfC/,@fiat_dolcevita また鎌倉に撮りにいきますねー💚,2024-03-10T12:33:10.000Z,fiat dolcevita また鎌倉に撮りにいきますねー,fiat dolcevita また鎌倉に撮りにいきますねー green heart,fiat dolcevita I'll go to Kamakura to shoot again!
1.0,500gucci.nino,https://www.instagram.com/p/C4VQQbNLQfC/,🥰🥰,2024-03-10T12:37:10.000Z,,smiling face heart smiling face heart,
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@500gucci.nino 😍💙🤍,2024-03-10T12:40:25.000Z,gucci nino,gucci nino smiling face heart eye blue heart white heart,gucci nino
1.0,takaki.5oo,https://www.instagram.com/p/C4VQQbNLQfC/,泳ぎたい🤪🥶🏊,2024-03-10T13:02:39.000Z,泳ぎたい,泳ぎたい zany face cold face person swimming,I want to swim
1.0,nagato2454,https://www.instagram.com/p/C4VQQbNLQfC/,湘南の海ですか🙌気持ち良さそう✨,2024-03-10T13:07:16.000Z,湘南の海ですか 気持ち良さそう,湘南の海ですか raising hand 気持ち良さそう sparkle,The sea in Shonan? Looks pleasant.
1.0,fiat500slovenija,https://www.instagram.com/p/C4VQQbNLQfC/,😍😍😍😍😍😍😍😍😍😍,2024-03-10T14:17:26.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye,
1.0,rosso500c,https://www.instagram.com/p/C4VQQbNLQfC/,キラキラの海も富士山もステキです〜✨️😍,2024-03-10T14:19:10.000Z,キラキラの海も富士山もステキです,キラキラの海も富士山もステキです sparkle smiling face heart eye,The sparkling sea and Mt Fuji are both beautiful.
1.0,shig.500c,https://www.instagram.com/p/C4VQQbNLQfC/,"海がすっごくキラッキラ〜✨
3枚目、私も後部座席に座ってるみたいな気になりました〜😍",2024-03-10T14:33:23.000Z,海がすっごくキラッキラ 枚目 私も後部座席に座ってるみたいな気になりました,海がすっごくキラッキラ sparkle 枚目 私も後部座席に座ってるみたいな気になりました smiling face heart eye,The sea is so sparkling! The second one made me feel like I was sitting in the back seat too.
1.0,toskanafraktion,https://www.instagram.com/p/C4VQQbNLQfC/,🤍🤍🌞🌞🤍🤍,2024-03-10T15:22:04.000Z,,white heart white heart sun face sun face white heart white heart,
1.0,classea3_garage,https://www.instagram.com/p/C4VQQbNLQfC/,😍,2024-03-10T15:45:37.000Z,,smiling face heart eye,
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@littlecarsdad 🌊✨✨💙🤍,2024-03-10T19:29:44.000Z,littlecarsdad,littlecarsdad water wave sparkle sparkle blue heart white heart,littlecarsdad
0.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@fiat500slovenija ☀️✨🌊✨🗻✨,2024-03-10T19:32:20.000Z,fiatslovenija,fiatslovenija sun sparkle water wave sparkle mount fuji sparkle,fiatslovenia
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@toskanafraktion ✨✨☀️🌊🗻✨✨💙🤍,2024-03-10T19:34:22.000Z,toskanafraktion,toskanafraktion sparkle sparkle sun water wave mount fuji sparkle sparkle blue heart white heart,tuscany fraction
1.0,classea3_garage,https://www.instagram.com/p/C4VQQbNLQfC/,@fiat_dolcevita 🙌,2024-03-10T21:37:23.000Z,fiat dolcevita,fiat dolcevita raising hand,fiat dolcevita
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/C4VQQbNLQfC/,@rosso500c さん❤️ありがとうございます‼️風もなくとってもいいお天気で海も富士山も綺麗に見えました〜🤗,2024-03-11T12:09:48.000Z,rossoc さん ありがとうございます 風もなくとってもいいお天気で海も富士山も綺麗に見えました,rossoc さん red heart ありがとうございます double exclamation mark 風もなくとってもいいお天気で海も富士山も綺麗に見えました smiling face open hand,"Thank you, Mr. rossoc. It was a beautiful day with no wind, and the sea and Mt."
